0,1,2,3,4,5,6,7,8,9,10,11,12,Label
0.0002758969653412454,112.88618059827819,0.9790748513379269,2696.9116835624873,0.20412103626065636,262.0785981700428,10674.760553651704,8.499952717309977,12.483638402177956,0.00030653061025729186,4.242366547091951,-0.3387465023193196,0.9966321492540036,bad_quality
0.0006542026243623293,21.393743461109683,0.9964765356180264,3036.0548171264754,0.3581256542717839,274.5230134916462,12122.825525044795,8.462033876489986,11.282075043222505,0.000648673324242456,3.127192361437544,-0.48954337905006956,0.9996175245508983,bad_quality
0.0003224396396091947,53.923959379649,0.9901562122747144,2738.610277373429,0.2373580749975221,266.478242888782,10900.517150114065,8.559123374267793,12.155390663176831,0.00040207171019456374,3.7911228566487973,-0.3941977688805134,0.9985939165760247,bad_quality
0.0005250841049269081,40.449892329690584,0.992145473581078,2574.641886009327,0.2954939019156508,246.7638500594699,10258.117651707627,8.362775908871292,11.624268997151537,0.0004634317946539691,3.5837472792878913,-0.4234101737380228,0.9989252282379304,bad_quality
0.00043537285159725263,65.08664056703319,0.9871320514697091,2528.9546689454796,0.28474588923856303,241.71291169375434,10050.732035214916,8.481392958353313,11.926380038743922,0.0004934672888994847,3.7160635826058193,-0.40776585226095463,0.9988050217411288,bad_quality
0.00040922975619450284,57.942121993415434,0.9896829854949412,2808.200351102385,0.2898919032680204,249.7730148432344,11174.859282416148,8.557642016480585,11.954385432657494,0.0004912145568843235,3.646589308843873,-0.42026398800098463,0.9990651272221742,bad_quality
0.0008402092709225414,13.134882728753967,0.99799336752653,3272.9458827012722,0.42826317402415226,246.07946683109435,13078.648648076341,8.543588687852854,10.986787355674316,0.0008314056248969593,2.789876086241378,-0.5446700648547251,0.9998526162344601,bad_quality
0.0007658186850776464,28.256127345704563,0.9939072984261699,2319.108601690944,0.4037215526930408,256.4870084879737,9248.17827941808,8.420614972657773,11.056865161975013,0.0008049342067247515,2.9998836203658046,-0.5112960979996115,0.9997246816326895,bad_quality
0.0007477623385880722,37.74408263516815,0.9936209112353573,2958.94360631819,0.37866231196195044,253.25975926816625,11798.03034263761,8.50712242763516,11.349295693646013,0.0006304888841573328,3.2022381424636883,-0.4898424075071023,0.9996487240461742,bad_quality
0.0003090719947098365,80.1517958971376,0.9876924680533956,3256.2787298073254,0.23828781417417058,313.8900406408578,12944.96312333221,8.628073835416952,12.305690467456644,0.0003603957097092076,3.9347278577321454,-0.3886677119221738,0.9985629816542844,bad_quality
0.0004924733641513778,59.606844843271716,0.9857944294151928,2097.823064765702,0.28947031573379434,221.56912956790194,8331.685414219553,8.380371938160895,11.731651779992166,0.0005092693734277901,3.6655097928618074,-0.41281433646526533,0.99878744312298,bad_quality
0.000480904068735218,53.53047507857855,0.9911099204269532,3010.7707362810343,0.3351595841167456,256.891743427553,11989.5524700456,8.612335935836427,11.778132609260625,0.0005525804966675328,3.4941395341663313,-0.45429093238869667,0.9994617877660393,bad_quality
