0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,Label
0.0002758969653412454,112.88618059827819,0.9790748513379269,2696.9116835624873,0.20412103626065636,262.0785981700428,10674.760553651704,8.499952717309977,12.483638402177956,0.00030653061025729186,4.242366547091951,-0.3387465023193196,0.9966321492540036,85.47278706800878,103.78163555217311,82.13013377926809,180.16016599366247,5.868595317726076,6.7552040804912155,5.844626532887718,8.564546257871708,0.22941973639557647,0.19104757641253522,0.22465992490911427,0.17135690732542594,0.017742377723364452,0.016133178145810136,0.017545906879120603,0.014854548420979804,0.9841469359024587,0.9807720794481698,0.9847592602115393,0.966621129789545,0.0003147919672785392,0.00026027943708444576,0.0003078588482107717,0.0002206576087912336,bad_quality
0.0006542026243623293,21.393743461109683,0.9964765356180264,3036.0548171264754,0.3581256542717839,274.5230134916462,12122.825525044795,8.462033876489986,11.282075043222505,0.000648673324242456,3.127192361437544,-0.48954337905006956,0.9996175245508983,18.22906354515088,17.498674511470607,12.606265328874237,37.240970458943345,2.676265328874078,2.7953490453126637,2.313534002229687,3.88380443171769,0.38128363119282765,0.35222667086630943,0.40461584289664587,0.29437647213137585,0.026570916508906164,0.025318442646074593,0.02783245204371169,0.02225147115446359,0.9969939831183493,0.9971184448970853,0.9979262185874535,0.9938674958692182,0.0007060136041232621,0.0006410235380225687,0.0007746453867655111,0.0004951279685379253,bad_quality
0.0003224396396091947,53.923959379649,0.9901562122747144,2738.610277373429,0.2373580749975221,266.478242888782,10900.517150114065,8.559123374267793,12.155390663176831,0.00040207171019456374,3.7911228566487973,-0.3941977688805134,0.9985939165760247,34.91011148272134,58.41545396583945,44.11139353400396,78.2588785360331,3.879030100334566,5.196765136855237,4.410345596432718,5.902238229997349,0.279543572224373,0.21612306258827585,0.252945047386971,0.20082061779049476,0.019865926699500082,0.017018613012151528,0.01858410759309474,0.01612765546872196,0.993628115342799,0.9893419260942332,0.9919333701556895,0.9857214375061517,0.0003946550436299102,0.00028963318885737334,0.0003453690550317215,0.00026010127091779736,bad_quality
0.0005250841049269081,40.449892329690584,0.992145473581078,2574.641886009327,0.2954939019156508,246.7638500594699,10258.117651707627,8.362775908871292,11.624268997151537,0.0004634317946539691,3.5837472792878913,-0.4234101737380228,0.9989252282379304,30.728784838351384,51.87433026476206,25.62808249721394,53.56837171843675,3.5904570791528188,4.719689936354129,3.259030100334554,4.813615060234146,0.32424080250488607,0.26281196345253505,0.33637838241879514,0.25854445928641834,0.02434353280698744,0.02122812039253738,0.024949464152942732,0.0208475411802855,0.9940256151278356,0.9899305116874664,0.9950241091324366,0.9896016583765654,0.0005926075895248738,0.00045063309540006137,0.0006224757615189744,0.0004346199732636997,bad_quality
0.00043537285159725263,65.08664056703319,0.9871320514697091,2528.9546689454796,0.28474588923856303,241.71291169375434,10050.732035214916,8.481392958353313,11.926380038743922,0.0004934672888994847,3.7160635826058193,-0.40776585226095463,0.9988050217411288,50.09096989966828,84.58934463820177,50.069520624307,75.59672710596148,4.16238573021205,5.464614489770764,3.9688517279824365,5.1239807160994495,0.3031227396639439,0.24945026834236564,0.3270264203349651,0.2593841286130352,0.02162187455271575,0.01915901637190149,0.02284186672034274,0.01962567613120512,0.9900772456431303,0.9832778725523238,0.9901175413372749,0.9850555463461232,0.00046750545917337695,0.00036706790833878933,0.0005217508752699011,0.00038516716360695443,bad_quality
0.00040922975619450284,57.942121993415434,0.9896829854949412,2808.200351102385,0.2898919032680204,249.7730148432344,11174.859282416148,8.557642016480585,11.954385432657494,0.0004912145568843235,3.646589308843873,-0.42026398800098463,0.9990651272221742,40.91622073578801,67.46547577767562,46.128617614272436,77.25817384592852,3.7182720178374074,4.878166910884603,3.9500000000002102,5.243229941499466,0.3307237470527758,0.26447651217002727,0.31196550514518423,0.25240184870414534,0.022162794212301,0.018977473850217284,0.02106938617913695,0.018484210282831183,0.9927278010443561,0.9879877519698327,0.9917721508102402,0.9862442381553443,0.0004911894472968027,0.0003601445137356808,0.0004439190339656071,0.00034166602977992204,bad_quality
0.0008402092709225414,13.134882728753967,0.99799336752653,3272.9458827012722,0.42826317402415226,246.07946683109435,13078.648648076341,8.543588687852854,10.986787355674316,0.0008314056248969593,2.789876086241378,-0.5446700648547251,0.9998526162344601,10.355964325529849,16.004608449569897,8.133656633222044,18.045301506694432,1.9935562987737445,2.46444670641267,1.7536343366778644,2.675540542052067,0.4555331290429283,0.39884543335449646,0.4831823938807941,0.37549173981843254,0.030390395022743245,0.027283180274366645,0.03152812237304636,0.026436084199412135,0.9984168895757928,0.9975550460032755,0.9987582371546977,0.9972432973723495,0.0009235761096383773,0.0007443719258835892,0.0009940225003697868,0.000698866547798408,bad_quality
0.0007658186850776464,28.256127345704563,0.9939072984261699,2319.108601690944,0.4037215526930408,256.4870084879737,9248.17827941808,8.420614972657773,11.056865161975013,0.0008049342067247515,2.9998836203658046,-0.5112960979996115,0.9997246816326895,23.67416945373557,28.757016140759116,19.08113712374632,41.512186664579,2.4602341137124566,2.959116788402803,2.26691192865111,3.3598170042840434,0.4346376519032213,0.380420454605574,0.4514359681505933,0.3483921361128269,0.029127544109414524,0.026466503332817113,0.029989454723250757,0.02479955082659276,0.9948902480636168,0.9937984490621472,0.9958925527323026,0.9910479438466182,0.0008484138258458888,0.0007004757986660194,0.0008993673945979071,0.0006150177212007577,bad_quality
0.0007477623385880722,37.74408263516815,0.9936209112353573,2958.94360631819,0.37866231196195044,253.25975926816625,11798.03034263761,8.50712242763516,11.349295693646013,0.0006304888841573328,3.2022381424636883,-0.4898424075071023,0.9996487240461742,37.574559643256755,48.58915448373056,18.990903010034227,45.82171340365286,3.128628762541926,3.7146899922819254,2.372374581939888,3.7085379358172013,0.3949728377796764,0.34771345052248315,0.439120337582944,0.33284262196275427,0.028085133684271738,0.025771052884428238,0.03023439426769796,0.024980169270487358,0.9936398561405352,0.9917901337586101,0.9967957918939879,0.9922578631483011,0.0007887747340634151,0.000664147166771997,0.0009141185967346073,0.000624008856782201,bad_quality
0.0003090719947098365,80.1517958971376,0.9876924680533956,3256.2787298073254,0.23828781417417058,313.8900406408578,12944.96312333221,8.628073835416952,12.305690467456644,0.0003603957097092076,3.9347278577321454,-0.3886677119221738,0.9985629816542844,50.976243032332306,74.8806948468127,71.57954292085078,123.17070278855647,4.404648829431577,5.602185657878501,5.075707915273375,6.716837619265893,0.27668513201697104,0.2197605327559666,0.25422391428958463,0.2024816776341838,0.019261276756437094,0.016805262078422603,0.01817214162515348,0.015894893261113065,0.9921807497257286,0.9885053179003414,0.9889915151360941,0.9810922894514174,0.00037099678228806393,0.00028241683352446875,0.00033022673124463573,0.00025264763178217757,bad_quality
